,Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,longitude,latitude,complete_address,geopoint
21199,Starbucks,26028-243049,33rd btwn 5th & 6th,Company Owned,"350 Fifth Avenue, 130, The Capitol At Chelsea",New York,NY,US,10001,2125649141,GMT-05:00 America/New_York,-73.99,40.75,"350 Fifth Avenue, 130, The Capitol At Chelsea New York","{'type': 'Point', 'coordinates': [-73.99, 40.75]}"
21200,Starbucks,7792-59799,27th & 6th,Company Owned,776 Avenue of the Americas,New York,NY,US,100016354,212-481-1856,GMT-05:00 America/New_York,-73.99,40.75,776 Avenue of the Americas New York,"{'type': 'Point', 'coordinates': [-73.99, 40.75]}"
21201,Starbucks,15751-162574,W Broadway & Leonard Street,Company Owned,180 West Broadway,New York,NY,US,100132906,2123437402,GMT-05:00 America/New_York,-74.01,40.72,180 West Broadway New York,"{'type': 'Point', 'coordinates': [-74.01, 40.72]}"
21202,Starbucks,7890-85122,42nd & 8th,Company Owned,251 West 42nd Street,New York,NY,US,100367201,212-398-1982,GMT-05:00 America/New_York,-73.99,40.76,251 West 42nd Street New York,"{'type': 'Point', 'coordinates': [-73.99, 40.76]}"
21203,Starbucks,7675-44919,14th & Sixth,Company Owned,510 Sixth Avenue,New York,NY,US,10011,(212) 242-5981,GMT-05:00 America/New_York,-74.0,40.74,510 Sixth Avenue New York,"{'type': 'Point', 'coordinates': [-74.0, 40.74]}"
21204,Starbucks,11736-106179,49th & Madison,Company Owned,425 Madison Avenue,New York,NY,US,100171110,212/644/9462,GMT-05:00 America/New_York,-73.98,40.76,425 Madison Avenue New York,"{'type': 'Point', 'coordinates': [-73.98, 40.76]}"
21205,Starbucks,26528-244444,6th between 39th and 40th,Company Owned,1040 Sixth Avenue,New York,NY,US,10018,3479783853,GMT-05:00 America/New_York,-73.99,40.75,1040 Sixth Avenue New York,"{'type': 'Point', 'coordinates': [-73.99, 40.75]}"
21206,Starbucks,16255-162586,3rd St & First Avenue,Company Owned,49 -1/2 First Avenue,New York,NY,US,100039430,2127771752,GMT-05:00 America/New_York,-73.99,40.72,49 -1/2 First Avenue New York,"{'type': 'Point', 'coordinates': [-73.99, 40.72]}"
21207,Starbucks,22420-220645,43rd & Lex,Company Owned,425 Lexington,New York,NY,US,10166,212 922-3589,GMT-05:00 America/New_York,-73.98,40.75,425 Lexington New York,"{'type': 'Point', 'coordinates': [-73.98, 40.75]}"
21208,Starbucks,14601-126966,125th & Adam Clayton,Company Owned,201 W. 125th Street,New York,NY,US,100274466,212-222-2872,GMT-05:00 America/New_York,-73.95,40.81,201 W. 125th Street New York,"{'type': 'Point', 'coordinates': [-73.95, 40.81]}"
21209,Starbucks,8614-93967,58th & Eight,Company Owned,4 Columbus Circle,New York,NY,US,100191100,2122650658,GMT-05:00 America/New_York,-73.98,40.77,4 Columbus Circle New York,"{'type': 'Point', 'coordinates': [-73.98, 40.77]}"
21210,Starbucks,11648-105796,145th & Bradhurst,Company Owned,301 W. 145th St.,New York,NY,US,100393159,212-690-7835,GMT-05:00 America/New_York,-73.94,40.82,301 W. 145th St. New York,"{'type': 'Point', 'coordinates': [-73.94, 40.82]}"
21211,Starbucks,48117-261426,1st btwn 53rd & 54th,Company Owned,969 1st Ave,New York,NY,US,10022,3475010264,GMT-05:00 America/New_York,-73.96,40.76,969 1st Ave New York,"{'type': 'Point', 'coordinates': [-73.96, 40.76]}"
21212,Starbucks,7709-53019,76th & Columbus,Company Owned,338 Columbus Avenue,New York,NY,US,100238403,646-505-1106,GMT-05:00 America/New_York,-73.98,40.78,338 Columbus Avenue New York,"{'type': 'Point', 'coordinates': [-73.98, 40.78]}"
21213,Starbucks,11765-106302,58th & Sixth,Company Owned,"1411 Sixth Avenue, Metropolitan Tower",New York,NY,US,10019,212-664-1305,GMT-05:00 America/New_York,-73.98,40.76,"1411 Sixth Avenue, Metropolitan Tower New York","{'type': 'Point', 'coordinates': [-73.98, 40.76]}"
21214,Starbucks,7698-59480,57th & Seventh,Company Owned,142 W. 57th Street,New York,NY,US,100193300,6467101906,GMT-05:00 America/New_York,-73.98,40.76,142 W. 57th Street New York,"{'type': 'Point', 'coordinates': [-73.98, 40.76]}"
21215,Starbucks,48069-251745,JP Morgan New York Plaza - 14th FL,Licensed,"4 New York Plaza, 14th Floor",New York,NY,US,10004,7185081559,GMT-05:00 America/New_York,-74.01,40.7,"4 New York Plaza, 14th Floor New York","{'type': 'Point', 'coordinates': [-74.01, 40.7]}"
21216,Starbucks,17452-180204,25th & Lex,Company Owned,50 Lexington Avenue,New York,NY,US,10010,212 2542794,GMT-05:00 America/New_York,-73.98,40.74,50 Lexington Avenue New York,"{'type': 'Point', 'coordinates': [-73.98, 40.74]}"
21217,Starbucks,7222-594,42nd & Madison,Company Owned,11 East 42nd St.,New York,NY,US,100175001,212-682-1880,GMT-05:00 America/New_York,-73.98,40.75,11 East 42nd St. New York,"{'type': 'Point', 'coordinates': [-73.98, 40.75]}"
21218,Starbucks,13455-107574,42nd & 2nd,Company Owned,"220 East 42nd St, Manhattan Mall",New York,NY,US,100175806,212-867-1264,GMT-05:00 America/New_York,-73.97,40.75,"220 East 42nd St, Manhattan Mall New York","{'type': 'Point', 'coordinates': [-73.97, 40.75]}"
21219,Starbucks,18777-195025,Manhattan Mall 1st Floor,Company Owned,100 W 33rd St,New York,NY,US,10001,2126954260,GMT-05:00 America/New_York,-73.99,40.75,100 W 33rd St New York,"{'type': 'Point', 'coordinates': [-73.99, 40.75]}"
21220,Starbucks,25348-240404,110th & Manhattan,Company Owned,321 W 110th Street,New York,NY,US,10026,347-637-0214,GMT-05:00 America/New_York,-73.96,40.8,321 W 110th Street New York,"{'type': 'Point', 'coordinates': [-73.96, 40.8]}"
21221,Starbucks,849-2059,Park Row at Beekman St,Company Owned,"38 Park Row, #4",New York,NY,US,100381551,212-608-8073,GMT-05:00 America/New_York,-74.01,40.71,"38 Park Row, #4 New York","{'type': 'Point', 'coordinates': [-74.01, 40.71]}"
21222,Starbucks,3421-93578,West 23rd and 8th,Company Owned,300 W 23rd St.,New York,NY,US,100112210,646-638-1571,GMT-05:00 America/New_York,-74.0,40.75,300 W 23rd St. New York,"{'type': 'Point', 'coordinates': [-74.0, 40.75]}"
21223,Starbucks,25139-240084,93rd & Second,Company Owned,245 East 93rd St,New York,NY,US,10128,6464558766,GMT-05:00 America/New_York,-73.95,40.78,245 East 93rd St New York,"{'type': 'Point', 'coordinates': [-73.95, 40.78]}"
21224,Starbucks,20763-207924,60 Wall St,Company Owned,60 Wall St,New York,NY,US,10005,3474614068,GMT-05:00 America/New_York,-74.01,40.71,60 Wall St New York,"{'type': 'Point', 'coordinates': [-74.01, 40.71]}"
21225,Starbucks,13539-107570,23rd btwn 5th & 6th,Company Owned,14 W. 23rd St,New York,NY,US,100105203,212-367-2050,GMT-05:00 America/New_York,-73.99,40.74,14 W. 23rd St New York,"{'type': 'Point', 'coordinates': [-73.99, 40.74]}"
21226,Starbucks,7587-18379,24th & 6th,Company Owned,750 6th Avenue,New York,NY,US,100102710,646-230-7208,GMT-05:00 America/New_York,-73.99,40.74,750 6th Avenue New York,"{'type': 'Point', 'coordinates': [-73.99, 40.74]}"
21227,Starbucks,2785-89743,47th & 8th,Company Owned,770 Eighth Ave,New York,NY,US,100367017,212-830-9001,GMT-05:00 America/New_York,-73.99,40.76,770 Eighth Ave New York,"{'type': 'Point', 'coordinates': [-73.99, 40.76]}"
21228,Starbucks,26188-243831,Columbus Circle Subway,Company Owned,"1000 S Eighth Avenue, #34",New York,NY,US,10019,6466529813,GMT-05:00 America/New_York,-73.98,40.77,"1000 S Eighth Avenue, #34 New York","{'type': 'Point', 'coordinates': [-73.98, 40.77]}"
21229,Starbucks,11934-106845,Broadway & Canal,Company Owned,405 Broadway,New York,NY,US,100133558,646-613-0148,GMT-05:00 America/New_York,-74.0,40.72,405 Broadway New York,"{'type': 'Point', 'coordinates': [-74.0, 40.72]}"
21230,Starbucks,19030-193844,49th & Park,Company Owned,280 Park Avenue,New York,NY,US,10017,212 682-2586,GMT-05:00 America/New_York,-73.97,40.76,280 Park Avenue New York,"{'type': 'Point', 'coordinates': [-73.97, 40.76]}"
21231,Starbucks,7263-890,43rd & 8th,Company Owned,684 Eighth Avenue,New York,NY,US,100367114,(212) 398-9702,GMT-05:00 America/New_York,-73.99,40.76,684 Eighth Avenue New York,"{'type': 'Point', 'coordinates': [-73.99, 40.76]}"
21232,Starbucks,823-2018,78th & Lexington,Company Owned,"1117 Lexington Ave., #4",New York,NY,US,100750401,212-517-8476,GMT-05:00 America/New_York,-73.96,40.77,"1117 Lexington Ave., #4 New York","{'type': 'Point', 'coordinates': [-73.96, 40.77]}"
21233,Starbucks,7640-30819,181st & Fort Washington,Company Owned,803 W 181st St,New York,NY,US,100334516,212-927-4272,GMT-05:00 America/New_York,-73.94,40.85,803 W 181st St New York,"{'type': 'Point', 'coordinates': [-73.94, 40.85]}"
21234,Starbucks,854-2051,Spring Street at Crosby St,Company Owned,72 SPRING STREET,New York,NY,US,100124019,212-219-2961,GMT-05:00 America/New_York,-74.0,40.72,72 SPRING STREET New York,"{'type': 'Point', 'coordinates': [-74.0, 40.72]}"
21235,Starbucks,7898-84140,42nd & Park,Company Owned,125 Park Ave,New York,NY,US,100175529,212-557-2718,GMT-05:00 America/New_York,-73.98,40.75,125 Park Ave New York,"{'type': 'Point', 'coordinates': [-73.98, 40.75]}"
21236,Starbucks,7344-1271,60th and Broadway,Company Owned,1841 Broadway,New York,NY,US,100237603,2123070162,GMT-05:00 America/New_York,-73.98,40.77,1841 Broadway New York,"{'type': 'Point', 'coordinates': [-73.98, 40.77]}"
21237,Starbucks,7611-32699,40th & Lex,Company Owned,360 Lexington Avenue,New York,NY,US,100176502,212-953-1662,GMT-05:00 America/New_York,-73.98,40.75,360 Lexington Avenue New York,"{'type': 'Point', 'coordinates': [-73.98, 40.75]}"
